store_name,store_address,store_genre,store_dinner_price_range,store_lunch_price_range,sp1,sp2,sp3,sp4,sp5,sp6,sp7,sp8,sp9,sp10,sp11,sp12,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,restaurant_local_popular,restaurant_local_cnt,store_review_cnt,sn1,sn2,sn3,sn4,sn5,sn6,sn7,sn8,sn9,sn10,sn11,sn12,local_food_name,img_url,store_homepage,tabelog_url
花の木,北海道函館市榎本13-11 , 和菓子、洋菓子（その他）,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/34736/320x320_square_34736018.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1030552/
カレーのPOPKE,北海道函館市港町3-13-3 , カレーライス,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/163695/320x320_square_aabba77134239765ffd30bebc9c89d45.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1064179/
ロイズ 函館空港店,北海道函館市高松町511番地 函館空港 国内線ターミナル 2F, チョコレート,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/150951/320x320_square_150951458.jpg,https://www.royce.com/,https://tabelog.com/hokkaido/A0105/A010501/1063129/
めんきち,北海道函館市桔梗3-41-11 , ラーメン,999,999,2,2,2,1,1,2,2,2,1,1,1,1,2.5,2.5,3,1.0,1.0,2.0,2.0,2.0,1,1,1,2.0,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,イカ　マガキ　ホタテガイ　,イカ　マガキ　ホタテガイ　,イカ　マガキ　エビ　ホタテガイ　,エビ　,エビ　,イカ　エビ　,イカ　スルメイカ　,イカ　スルメイカ　,,,,マガキ　ホタテガイ　,"['イカ', 'スルメイカ']",https://tblg.k-img.com/restaurant/images/Rvw/158176/320x320_square_158176580.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1060779/
Grazie・Grazie,北海道函館市松風町8-2 , ダイニングバー、イタリアン、カフェ,"3,999",999,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,,,,,,,,,,,ブリ　,ブリ　,[],https://tblg.k-img.com/restaurant/images/Rvw/44360/320x320_square_44360669.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1050690/
クレイトンズカフェ,北海道函館市美原1-26-12 函館市亀田交流プラザ 1F, カフェ,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/154497/320x320_square_154497211.jpg,https://kamepula.jp/,
アンジェリック ヴォヤージュ,北海道函館市弥生町3-11 , チョコレート、ケーキ、クレープ,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,5,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/95709/320x320_square_95709830.jpg,https://www.angeliquevoyage.com/,https://tabelog.com/hokkaido/A0105/A010501/1026155/
まるかつ水産 柏木店,北海道函館市柏木町1-36 市電柏木町電停前, 回転寿司,"3,999","2,999",2,2,2,1,1,2,2,2,1,3,3,3,2.5,2.0,3,2.5,2.5,3.5,3,3,2.5,2.5,3,2.0,3,2,3,2,2,1,2,3,3,3,5,4,3,3,2,イカ　ニシン　エゾアワビ　,イカ　ニシン　,ウニ　イカ　ニシン　エビ　,ウニ　エビ　アイナメ　,ウニ　エビ　アイナメ　,ウニ　イカ　エビ　アイナメ　ウバガイ　,ウニ　イカ　アイナメ　ウバガイ　,ウニ　イカ　アイナメ　ウバガイ　,ウニ　サケ　ウバガイ　,クロマグロ　ニシン　サケ　,クロマグロ　ニシン　エゾアワビ　サケ　,クロマグロ　エゾアワビ　,"['ウニ', 'イカ', 'ニシン', 'ウバガイ']",https://tblg.k-img.com/restaurant/images/Rvw/160526/320x320_square_160526739.jpg,http://www.hakodate-factory.com/sushi/news.htm,https://tabelog.com/hokkaido/A0105/A010501/1008375/
宅配寿司 箱屋,北海道函館市富岡町1-55-27 , 寿司,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,,,,,,,,,,クロマグロ　,クロマグロ　,クロマグロ　,[],https://tblg.k-img.com/restaurant/images/Rvw/151430/320x320_square_151430954.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1064706/
トロイカ 港店,北海道函館市港町1-23-12 , パン、ケーキ,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,,,,,,ブリ　,ブリ　,[],https://tblg.k-img.com/restaurant/images/Rvw/151143/320x320_square_151143657.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1022720/
きたまえ船,北海道函館市大森町16-9 , 寿司,60000,"1,999",1,1,3,3,3,3,1,1,1,2,2,2,1,1,1.0,1.0,1.0,1.0,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,,,エビ　,エビ　,エビ　,エビ　,,,,クロマグロ　,クロマグロ　,クロマグロ　,[],https://tblg.k-img.com/images/shared/nophoto/nophoto_320x320.png,https://www.hotel-hakodate-royal.com,
はこだてビール,北海道函館市大手町5-22 , ビアホール・ビアレストラン、西洋各国料理（その他）,"2,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,2.0,1,1,1.0,1.0,1.0,1,1,1,1.0,1,1,2,2,3,2,2,2,3,4,5,5,1,1.5,4,ホタテガイ　イカ　,ホタテガイ　イカ　,ホタテガイ　イカ　,,,イカ　,イカ　,イカ　,,,,ホタテガイ　,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/156221/320x320_square_156221402.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1000280/
ごはん処 かつ庵 函館若松店,北海道函館市若松町26-22 , とんかつ、かつ丼・かつ重,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/155323/320x320_square_155323323.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1058943/
ごま福堂 函館店,北海道函館市末広町13-9 金森洋物館 1F, 和菓子,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/122123/320x320_square_122123219.jpg,http://ameblo.jp/hakodate-goma/,https://tabelog.com/hokkaido/A0105/A010501/1045483/
マル モンターニャ,北海道函館市松陰町31-13 プレジオ函館松陰町 1F, スペイン料理、バル・バール、ワインバー,"4,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/118707/320x320_square_118707368.jpg,https://www.marymontana.info/,https://tabelog.com/hokkaido/A0105/A010501/1058246/
ロワゾー・パー・マツナガ,北海道函館市柏木町4-5 , フレンチ,"14,999","5,999",1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,3,2.0,2.0,1.0,1,1,1,1.0,2.0,2.5,4,4,4,2,2,1,1,1,1,2,5,5,1,1.5,2,ホタテガイ　ヒラメ　,ホタテガイ　ヒラメ　,ホッケ　ホタテガイ　エビ　ヒラメ　,ホッケ　エビ　,ホッケ　エビ　,エビ　,,,,クロマグロ　,ズワイガニ　クロマグロ　,ホタテガイ　ズワイガニ　クロマグロ　,['ホッケ'],https://tblg.k-img.com/restaurant/images/Rvw/105923/320x320_square_105923820.jpg,http://r-loiseau.com/index.html,https://tabelog.com/hokkaido/A0105/A010501/1043997/
はこだて 柳屋,北海道函館市万代町3-13 , 和菓子、ケーキ、甘味処,"1,999","1,999",5,5,5,1,1,5,5,5,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1.5,2,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/130907/320x320_square_130907998.jpg,http://hakodate-yanagiya.com/,https://tabelog.com/hokkaido/A0105/A010501/1017238/
四季海鮮 旬花,北海道函館市五稜郭町43-9 五稜郭タワー2F, 魚介料理・海鮮料理、懐石・会席料理、割烹・小料理,"5,999","1,999",2,2,2,1,1,2,2,2,1,1,1,1,2.5,2.0,3,2.5,2.5,2.5,2.0,2.0,2.0,1.0,2.5,2.5,2,1,1,2,2,1,1,1,2,2,4,3,2,2,2,イカ　ホタテガイ　エゾアワビ　,イカ　ホタテガイ　,イカ　ウニ　エビ　ホタテガイ　,ウニ　エビ　イカナゴ　,ウニ　エビ　イカナゴ　,イカ　ウニ　エビ　,イカ　ウニ　,イカ　ウニ　,ウニ　サケ　,サケ　,ブリ　サケ　エゾアワビ　,ブリ　ホタテガイ　エゾアワビ　,"['イカ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/140574/320x320_square_140574160.jpg,http://www.shunka.jp/,https://tabelog.com/hokkaido/A0105/A010501/1006129/
柏や,北海道函館市松風町7-5 大門横丁, 天ぷら,"2,999",60000,1,1,2,2,2,2,1,1,1,1,1,1,2.0,2.0,3,2.0,2.0,2.0,1.0,1.0,1,1,1,1.0,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,イカ　マガキ　,イカ　マガキ　,ホッケ　エビ　イカ　マガキ　,ホッケ　エビ　,ホッケ　エビ　,エビ　イカ　,イカ　,イカ　,,,,マガキ　,"['ホッケ', 'イカ']",https://tblg.k-img.com/restaurant/images/Rvw/141343/320x320_square_141343088.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1018424/
ミスタードーナツ 函館赤松街道ショップ,北海道函館市桔梗3丁目40-39 , ドーナツ、カフェ,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/87477/320x320_square_87477595.jpg,http://www.misterdonut.jp/,https://tabelog.com/hokkaido/A0105/A010501/1033763/
びっくりドンキー 海岸通り店,北海道函館市日乃出町25番地11号 , ファミレス、ハンバーグ,"1,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/158663/320x320_square_158663745.jpg,http://www.bikkuri-donkey.com/,https://tabelog.com/hokkaido/A0105/A010501/1007197/
旬暦 ひだか,北海道函館市中道1-2-5 , 懐石・会席料理、魚介料理・海鮮料理、うなぎ,"2,999","1,999",1,1,2,2,2,2,1,1,1,1,1,1,1.0,1,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2,1,1,1,1,1,1,1,1,2,3,3,2,1.5,1,エゾアワビ　,,エビ　ウニ　,エビ　ウニ　,エビ　ウニ　,エビ　ウニ　,ウニ　,ウニ　,ウニ　,クロマグロ　,クロマグロ　エゾアワビ　,クロマグロ　エゾアワビ　,['ウニ'],https://tblg.k-img.com/restaurant/images/Rvw/110051/320x320_square_110051358.jpg,https://www.hakodate-hidaka.com,https://tabelog.com/hokkaido/A0105/A010501/1016520/
海がき,北海道函館市若松町18-22 , 居酒屋,"4,999","2,999",5,5,5,2,2,5,5,5,2,2,2,2,5,5,5,2.5,3,3.5,3.5,3.5,2.5,2.5,3,4,5,5,4,2,2,1,2,2,2,3,4,5,5,4.5,1,イカ　ヒラメ　マガキ　マナマコ　マダラ　ホタテガイ　ニシン　ヤリイカ　,イカ　ヒラメ　マガキ　マナマコ　マダラ　ホタテガイ　ニシン　ヤリイカ　,イカ　ヒラメ　マガキ　ホッケ　ウニ　エビ　ホタテガイ　ニシン　ヤリイカ　,ホッケ　ウニ　エビ　,マボヤ　ホッケ　ウニ　エビ　,イカ　マボヤ　ウバガイ　ウニ　エビ　,イカ　スルメイカ　マボヤ　ウバガイ　ウニ　,イカ　スルメイカ　マボヤ　ウバガイ　ウニ　,サケ　ウバガイ　ウニ　,クロマグロ　サケ　ニシン　,クロマグロ　ズワイガニ　サケ　ニシン　,クロマグロ　ズワイガニ　マガキ　マナマコ　マダラ　ホタテガイ　,"['イカ', 'スルメイカ', 'ホッケ', 'ウバガイ', 'ウニ', 'ニシン', 'ヤリイカ']",https://tblg.k-img.com/restaurant/images/Rvw/93486/320x320_square_93486307.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1043884/
松竹園,北海道函館市新川町33-8 , 焼肉,"2,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/128198/320x320_square_128198065.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1012378/
そば処 大阪屋 桔梗店,北海道函館市桔梗町418-487 , そば、うどん、丼もの（その他）,999,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,,,,,,,,,,,ブリ　,ブリ　,[],https://tblg.k-img.com/restaurant/images/Rvw/162590/320x320_square_162590643.jpg,http://www.hakobura.jp/db/db-food/2009/03/post-127.html,https://tabelog.com/hokkaido/A0105/A010501/1014590/
市場亭,北海道函館市新川町1-2 , 海鮮丼、魚介料理・海鮮料理,60000,"1,999",5,5,5,4,4,5,5,5,4,2,2,2,2.5,2.5,4,2.5,2.5,3,3,3,2.5,2.0,2.5,2.5,2,2,3,3,3,2,4,3,3,3,4,3,5,4,2,イカ　ホタテガイ　ヤリイカ　,イカ　ホタテガイ　ヤリイカ　,イカ　ウニ　ホタテガイ　ホッケ　エビ　ヤリイカ　,ウニ　ホッケ　エビ　,ウニ　ホッケ　エビ　,イカ　ウニ　ウバガイ　エビ　,イカ　ウニ　スルメイカ　ウバガイ　,イカ　ウニ　スルメイカ　ウバガイ　,ウニ　サケ　ウバガイ　,クロマグロ　サケ　,クロマグロ　サケ　ブリ　,クロマグロ　ホタテガイ　ブリ　,"['イカ', 'ウニ', 'スルメイカ', 'ホッケ', 'ウバガイ', 'ヤリイカ']",https://tblg.k-img.com/restaurant/images/Rvw/97408/320x320_square_97408163.jpg,http://hakodate-jiyuichiba.com/ichibatei/,https://tabelog.com/hokkaido/A0105/A010501/1009907/
大阪王将 函館TEXAS店,北海道函館市梁川9-3 TEXAS函館 1F, 餃子、中華料理,999,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/152934/320x320_square_152934014.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1057254/
箱舘バル,北海道函館市松風町7 大門横丁, 居酒屋、バル・バール、焼きとん,60000,"2,999",1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,2.0,1,1,1.0,1.0,1.0,1,1,1.0,2.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1.5,1,イカ　ホタテガイ　,イカ　ホタテガイ　,イカ　ホタテガイ　,,,イカ　,イカ　,イカ　,,,タラバガニ　,タラバガニ　ホタテガイ　,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/116112/320x320_square_116112699.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1002733/
モンゴリアン バーベキュー ラムジン,北海道函館市松風町7-5 大門横丁, ジンギスカン,"3,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/121216/320x320_square_121216674.jpg,http://www.hakodate-tmo.com/yatai/,https://tabelog.com/hokkaido/A0105/A010501/1002335/
ラーメン山岡家 函館鍛冶店,北海道函館市鍛冶2-36-9 , ラーメン、つけ麺、餃子,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,,,,,,,,,,,ブリ　,ブリ　,[],https://tblg.k-img.com/restaurant/images/Rvw/151430/320x320_square_151430734.jpg,http://www.yamaokaya.com/,https://tabelog.com/hokkaido/A0105/A010501/1030010/
新京,北海道函館市本町31-6 , ラーメン、カレーライス,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/156523/320x320_square_156523969.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1046750/
丸京,北海道函館市豊川町14-10 , そば、うどん、かつ丼・かつ重,60000,999,5,5,5,1,1,5,5,5,1,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1.5,2,イカ　,イカ　,イカ　エビ　,エビ　,エビ　,イカ　エビ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/164878/320x320_square_b90eb555540160b9ce089f77e9308dd5.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1012906/
ひし伊,北海道函館市宝来町9-4 , 喫茶店、甘味処、スイーツ（その他）,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/18922/320x320_square_18922216.jpg,http://hishii.info/,https://tabelog.com/hokkaido/A0105/A010501/1000045/
和ダイニング井井,北海道函館市末広町13-5 , 創作料理、ダイニングバー、居酒屋,"4,999",60000,1,1,1,1,1,1,1,1,2,2,2,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1.5,2,イカ　,イカ　,イカ　エビ　,エビ　,エビ　,イカ　エビ　,イカ　,イカ　,サケ　,サケ　,サケ　,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/68371/320x320_square_68371573.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1016524/
トップスポップコーン 本店,北海道函館市宮前町23-2 , カフェ・喫茶（その他）、スイーツ（その他）、洋菓子（その他）,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/127129/320x320_square_127129551.jpg,http://tops1.blog.fc2.com/,https://tabelog.com/hokkaido/A0105/A010501/1044962/
はこはち漁港,北海道函館市松風町7-5 大門横丁, 魚介料理・海鮮料理、居酒屋,"2,999",60000,2,2,2,2,2,2,2,2,1,1,1,1,2.5,2.5,2.5,1.0,2.0,2.0,2.0,2.0,1.0,2.5,3.5,3.5,2,2,2,2,2,1,1,1,2,4,5,5,2,2.5,2,イカ　キアンコウ　ホタテガイ　,イカ　キアンコウ　ホタテガイ　,ホッケ　イカ　ホタテガイ　,ホッケ　,マボヤ　ホッケ　,マボヤ　イカ　,マボヤ　イカ　,マボヤ　イカ　,サケ　,シシャモ　サケ　クロマグロ　,シシャモ　サケ　タコ　ブリ　クロマグロ　,タコ　キアンコウ　ブリ　クロマグロ　ホタテガイ　,"['ホッケ', 'イカ', 'タコ']",https://tblg.k-img.com/restaurant/images/Rvw/102813/320x320_square_102813754.jpg,http://www.hakodate-yatai.com/shop/hakohachi-gyokou,https://tabelog.com/hokkaido/A0105/A010501/1039843/
おやき,北海道函館市日吉町4-17-1 , たい焼き・大判焼き,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/164137/320x320_square_da341adca7873f4c152eaac06c10a79d.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1040643/
お食事・惣菜 うれしや,北海道函館市宮前町19-4 , 定食・食堂,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/89930/320x320_square_89930395.jpg,https://ja-jp.facebook.com/pages/うれしや/323471997678440,https://tabelog.com/hokkaido/A0105/A010501/1026372/
gyogyo,北海道函館市柳町14-20 , 定食・食堂、魚介料理・海鮮料理,60000,"1,999",5,5,5,2,2,5,5,5,1,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1.5,1,イカ　,イカ　,イカ　エビ　,エビ　,エビ　,イカ　エビ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/160466/320x320_square_160466815.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1069535/
吉田屋 そば処 支店,北海道函館市松川町10-6 , そば、ラーメン、定食・食堂,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/124100/320x320_square_124100458.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1014542/
かね久山田,北海道函館市宝来町25-2 , そば,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,3,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/162577/320x320_square_162577581.jpg,http://gourmet.hakonavi.ne.jp/washoku/yamada/index.html,https://tabelog.com/hokkaido/A0105/A010501/1002884/
丸亀製麺 函館西店,北海道函館市亀田本町36-6 , うどん、カレーうどん、天ぷら,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/92115/320x320_square_92115143.jpg,http://www.toridoll.com/,https://tabelog.com/hokkaido/A0105/A010501/1046930/
板前料理 旬,北海道函館市大森町25-3 天然温泉 ホテルパコ函館別亭１F, 和食（その他）、バイキング、魚介料理・海鮮料理,"2,999","1,999",1,1,1,1,1,1,1,1,1,3,3,3,3.5,3.5,4.5,2.5,2.5,2.0,1.0,1.0,1,2.5,2.5,2.5,2,2,3,2,2,1,1,1,1,2,2,2,3,2.5,1,ホタテガイ　ニシン　アサリ　イカ　ヒラメ　,ホタテガイ　ニシン　アサリ　イカ　ヒラメ　,ホタテガイ　ニシン　アサリ　ホッケ　イカ　ヒラメ　エビ　,アサリ　ホッケ　エビ　,アサリ　ホッケ　エビ　,イカ　エビ　,イカ　,イカ　,,ニシン　クロマグロ　アサリ　,ニシン　クロマグロ　アサリ　,ホタテガイ　クロマグロ　アサリ　,"['ニシン', 'ホッケ', 'イカ']",https://tblg.k-img.com/restaurant/images/Rvw/46377/320x320_square_46377656.jpg,http://sc-hakodate.jp/,https://tabelog.com/hokkaido/A0105/A010501/1046864/
居酒屋酒道,北海道函館市東雲町17-9 , 焼鳥、居酒屋,"1,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2.0,2.0,1,1,1,1,1,1,1,1,1,2,3,3,1,1.5,1,,,,,,,,,,クロマグロ　,クロマグロ　タコ　,クロマグロ　タコ　,['タコ'],https://tblg.k-img.com/restaurant/images/Rvw/124512/320x320_square_124512395.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1011143/
なんくるなゆさ,北海道函館市富岡町2丁目32-14 , 居酒屋、焼酎バー、沖縄料理,"2,999",999,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,2,1.5,1,,,,,,,,,,,タコ　,タコ　,['タコ'],https://tblg.k-img.com/images/shared/nophoto/nophoto_320x320.png,,https://tabelog.com/hokkaido/A0105/A010501/1005533/
ニューサロン海峡,北海道函館市若松町12 青函連絡船記念館 摩周丸 3F, 喫茶店,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/66068/320x320_square_66068341.jpg,"http://www.mashumaru.com/?%e5%96%ab%e8%8c%b6,13",https://tabelog.com/hokkaido/A0105/A010501/1040203/
函館ひろめ荘,北海道函館市大船町832-2 , 旅館,"29,999","1,999",2,2,2,1,1,2,2,2,1,1,1,2,4,4,5,2.5,2.5,2.5,2.5,2.5,2.0,1.0,2.5,4,3,3,3,2,2,1,2,2,2,2,3,4,2,3,2,イカ　キチジ　ホテイウオ　ヒラメ　マダラ　マガキ　,イカ　キチジ　ホテイウオ　ヒラメ　マダラ　マガキ　,エビ　イカ　キチジ　ホテイウオ　ヒラメ　ホッケ　ウニ　マガキ　,エビ　ホッケ　ウニ　,エビ　ホッケ　ウニ　,エビ　イカ　ウニ　,イカ　ガゴメ　ウニ　,イカ　ガゴメ　ウニ　,ガゴメ　ウニ　,クロマグロ　,キチジ　ブリ　クロマグロ　,キチジ　ホテイウオ　マダラ　ブリ　マガキ　クロマグロ　,"['イカ', 'ホテイウオ', 'ホッケ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/143486/320x320_square_143486752.jpg,http://www.hotel-hiromeso.grats.jp/,https://tabelog.com/hokkaido/A0105/A010501/1041123/
地元家,北海道函館市本町5-16 , 居酒屋、魚介料理・海鮮料理、かに,"3,999",999,1,1,5,5,5,5,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,1,2,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/57801/320x320_square_57801453.jpg,http://www.hakodatejimotoya.com/,https://tabelog.com/hokkaido/A0105/A010501/1045542/
