store_name,store_address,store_genre,store_dinner_price_range,store_lunch_price_range,sp1,sp2,sp3,sp4,sp5,sp6,sp7,sp8,sp9,sp10,sp11,sp12,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,sc9,sc10,sc11,sc12,ss1,ss2,ss3,ss4,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,restaurant_local_popular,restaurant_local_cnt,store_review_cnt,sn1,sn2,sn3,sn4,sn5,sn6,sn7,sn8,sn9,sn10,sn11,sn12,local_food_name,img_url,store_homepage,tabelog_url
アーイ・カレー・虹夢吟鮮工房,北海道函館市桔梗1-5-5 , 欧風カレー、スイーツ（その他）、カフェ,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/28355/320x320_square_28355565.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1045027/
バー ボイジャー,北海道函館市大手町22-13 センチュリーマリーナ函館 1F, ワインバー、バー,"2,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/150536/320x320_square_150536482.jpg,https://www.centurymarina.com/bar/,
こすもす,北海道函館市富岡町2-46-8 , パン、ケーキ,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/161668/320x320_square_161668238.jpg,https://ja-jp.facebook.com/cosmos.hakodate,https://tabelog.com/hokkaido/A0105/A010501/1051117/
焼肉物語　牛若,北海道函館市本町10-9 藤ビル 1F, 焼肉、牛タン、居酒屋,"5,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/56656/320x320_square_56656993.jpg,https://yakiniku-ushiwaka.com,https://tabelog.com/hokkaido/A0105/A010501/1035938/
すしの鮮昇 函館朝市店,北海道函館市若松町9-18 函館朝市内どんぶり横丁, 寿司、海鮮丼,"7,999","3,999",2,2,4,4,4,4,4,4,4,2,2,2,4,3.5,4.5,2.0,2.0,3,2.5,3,3,2.5,4,3.5,3,2,3,2,2,1,1,2,4,5,5,5,4,3,2,キチジ　ニシン　イカ　ヒラメ　ホタテガイ　エゾアワビ　,キチジ　ニシン　イカ　ヒラメ　ホタテガイ　,ウニ　キチジ　エビ　ニシン　イカ　ヒラメ　ホタテガイ　,ウニ　エビ　,ウニ　エビ　,ウニ　エビ　イカ　ウバガイ　,ウニ　イカ　ウバガイ　,ウニ　イカ　ウバガイ　サンマ　,ウニ　ウバガイ　サンマ　サケ　,クロマグロ　ニシン　サケ　,キチジ　ズワイガニ　クロマグロ　ニシン　エゾアワビ　サケ　,キチジ　ズワイガニ　クロマグロ　ホタテガイ　エゾアワビ　,"['ウニ', 'ニシン', 'イカ', 'ウバガイ']",https://tblg.k-img.com/restaurant/images/Rvw/57843/320x320_square_57843260.jpg,http://madeinhakodate.com/?shop=%E3%81%99%E3%81%97%E3%81%AE%E9%AE%AE%E6%98%87%E3%80%80%E5%87%BD%E9%A4%A8%E6%9C%9D%E5%B8%82%E5%BA%97,https://tabelog.com/hokkaido/A0105/A010501/1046175/
函館朝市 どんぶり横丁市場,北海道函館市若松町9-15 どんぶり横丁市場, 魚介料理・海鮮料理,60000,"1,999",3,3,3,3,3,3,3,3,3,2,2,2,2.0,2.0,3,2.0,2.0,2.5,2.0,2.0,1.0,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,2,2,2,3,2,1,イカ　ホタテガイ　,イカ　ホタテガイ　,イカ　ウニ　ホタテガイ　エビ　,ウニ　エビ　,ウニ　エビ　,イカ　ウニ　エビ　,イカ　ウニ　,イカ　ウニ　,ウニ　,クロマグロ　,クロマグロ　,クロマグロ　ホタテガイ　,"['イカ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/99260/320x320_square_99260591.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1051411/
福乃舎,北海道函館市梁川町19-14 , 居酒屋,"3,999",60000,3,3,3,1,1,3,3,3,1,1,1,3,2.5,2.0,2.5,2.0,2.0,2.5,2.0,2.5,2.0,1,1.0,2.0,3,2,1,1,1,1,1,2,2,1,2,3,3,2,1,イカ　マナマコ　エゾアワビ　,イカ　マナマコ　,イカ　エビ　ウニ　,エビ　ウニ　,エビ　ウニ　,イカ　エビ　ウニ　,イカ　ウニ　,イカ　サンマ　ウニ　,サンマ　ウニ　,,エゾアワビ　,マナマコ　エゾアワビ　,"['イカ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/86890/320x320_square_86890040.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1018486/
友栄 太田かまぼこ,北海道函館市中島町25-16 , その他,60000,"1,999",3,3,3,1,1,3,3,3,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,3,2,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,タコ　,タコ　,"['タコ', 'イカ']",https://tblg.k-img.com/restaurant/images/Rvw/145205/320x320_square_145205947.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1045105/
ツインフェザー 本町店,北海道函館市本町17-1 WELL808 1F, パブ、ビアバー、スポーツバー,"3,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/156040/320x320_square_156040970.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1043280/
山の手温泉　食堂,北海道函館市山の手3-44-28 , ラーメン、定食・食堂,60000,999,1,1,2,2,2,2,1,1,1,1,1,1,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,イカ　,イカ　,エビ　イカ　,エビ　,エビ　,エビ　イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/105682/320x320_square_105682436.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1026611/
お出汁・酒肴・佳さく,北海道函館市本町5-16 , 居酒屋、割烹・小料理,"3,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1.0,1.0,1.0,1,1,1.0,1.0,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1.5,1,ニシン　,ニシン　,ニシン　,,ベニザケ　,ベニザケ　,ベニザケ　,,,ニシン　,ニシン　,,['ニシン'],https://tblg.k-img.com/restaurant/images/Rvw/161933/320x320_square_161933386.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1063386/
辺見旅館,北海道函館市若松町4-6 , 旅館,"5,999",60000,5,5,5,3,3,5,5,5,3,3,3,3,2.5,2.5,4,3,3,3,2.5,2.5,1.0,1.0,2.5,2.5,1,1,2,2,2,1,1,1,1,1,3,3,5,3.5,1,イカ　ホタテガイ　ニシン　,イカ　ホタテガイ　ニシン　,イカ　ホッケ　ホタテガイ　ウニ　エビ　ニシン　,ホッケ　ウニ　アイナメ　エビ　,ホッケ　ウニ　アイナメ　エビ　,イカ　ウニ　アイナメ　エビ　,イカ　ウニ　アイナメ　,イカ　ウニ　アイナメ　,ウニ　,ニシン　,タコ　ニシン　マツカワ　,タコ　ホタテガイ　マツカワ　,"['イカ', 'ホッケ', 'タコ', 'ウニ', 'ニシン']",https://tblg.k-img.com/restaurant/images/Rvw/60884/320x320_square_60884610.jpg,http://www.henmi.co.jp/,https://tabelog.com/hokkaido/A0105/A010501/1026573/
さかえ寿し 亀田店,北海道函館市亀田本町6-22 , 寿司,60000,"1,999",2,2,3,3,3,3,2,2,2,2,2,2,2.0,1.0,2.5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.5,3,2,1,1,1,1,1,1,1,1,2,4,4,3,2,1,エゾアワビ　ホタテガイ　,ホタテガイ　,エビ　ホタテガイ　ウニ　,エビ　ウニ　,エビ　ウニ　,エビ　ウニ　,ウニ　,ウニ　,ウニ　,クロマグロ　,クロマグロ　タコ　エゾアワビ　,クロマグロ　タコ　エゾアワビ　ホタテガイ　,"['タコ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/122047/320x320_square_122047071.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1045395/
ファインデイズ バーガー,北海道函館市元町31-23 , ハンバーガー,"1,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/139274/320x320_square_139274830.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1059728/
カクテルバー　コンコルドニジュウイチ,北海道函館市本町1-42 シノン館 １Ｆ, バー、ラウンジ、バー・お酒（その他）,"5,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/156041/320x320_square_156041325.jpg,http://www.dish.ne.jp/concord21,https://tabelog.com/hokkaido/A0105/A010501/1008914/
ホテル サンシティー函館,北海道函館市松風町13-14 , 旅館、定食・食堂,60000,"7,999",5,5,5,1,1,5,5,5,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/148173/320x320_square_148173517.jpg,http://www.hotel-suncity.com/index.shtml,https://tabelog.com/hokkaido/A0105/A010501/1040135/
くいしんぼう函館,北海道函館市若松町8-24 , 居酒屋、海鮮丼、魚介料理・海鮮料理,60000,"1,999",3,3,5,5,5,5,5,5,5,1,1,3,2.5,2.0,3.5,2.5,3,3,2.5,2.0,2.0,2.0,2.5,2.5,2,1,2,2,3,2,2,1,2,3,4,3,5,2.5,2,イカ　ホタテガイ　エゾアワビ　,イカ　ホタテガイ　,イカ　ウニ　ホタテガイ　エビ　ホッケ　,ウニ　エビ　ホッケ　,ベニザケ　ウニ　エビ　ホッケ　,イカ　ベニザケ　ウニ　エビ　,イカ　ベニザケ　ウニ　,イカ　ウニ　,サケ　ウニ　,サケ　クロマグロ　,サケ　クロマグロ　エゾアワビ　,クロマグロ　ホタテガイ　エゾアワビ　,"['イカ', 'ウニ', 'ホッケ']",https://tblg.k-img.com/restaurant/images/Rvw/122631/320x320_square_122631960.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1029331/
マッタリーナカフェ,北海道函館市石川町52-16 , イタリアン、パスタ、カフェ・喫茶（その他）,"2,999","1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,,,エビ　,エビ　,エビ　,エビ　,,,,,ズワイガニ　,ズワイガニ　,[],https://tblg.k-img.com/restaurant/images/Rvw/140829/320x320_square_140829920.jpg,http://www.aix-group.co.jp/food/mattarina/,https://tabelog.com/hokkaido/A0105/A010501/1020295/
居酒屋かまだ,北海道函館市赤川1-16-18 , 居酒屋,"3,999",60000,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,,,,,,,,,,クロマグロ　,クロマグロ　,クロマグロ　,[],https://tblg.k-img.com/restaurant/images/Rvw/155498/320x320_square_155498350.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1026848/
ラーメンの王道 北浜商店 昭和店,北海道函館市昭和1-29-5 函館昭和タウンプラザ F棟, ラーメン,999,999,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,,,エビ　,エビ　,エビ　,エビ　,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/147186/320x320_square_147186613.jpg,http://kitahamasyoten.com/,https://tabelog.com/hokkaido/A0105/A010501/1066246/
鶴屋,北海道函館市宮前町21-15 , ケーキ,60000,"1,999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/124178/320x320_square_124178413.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1028309/
ハセガワストア 千代台店,北海道函館市千代台町11-5 , その他,999,999,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1.5,2,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/restaurant/images/Rvw/72041/320x320_square_72041598.jpg,http://www.hasesuto.co.jp,https://tabelog.com/hokkaido/A0105/A010501/1023108/
パンハウス・シアン,北海道函館市中道2-26-19 , パン,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/112429/320x320_square_112429195.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1034420/
オリエンタルキッチン,北海道函館市末広町23-15 , 定食・食堂、そば・うどん・麺類（その他）、カレー（その他）,60000,999,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,,,,,,,,,サケ　,サケ　,サケ　,,[],https://tblg.k-img.com/restaurant/images/Rvw/143146/320x320_square_143146268.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1026496/
はこだて市民の森 売店,北海道函館市上湯川町327-1 , アイスクリーム,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,,,,,,,カラフトマス　,カラフトマス　,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/150674/320x320_square_150674701.jpg,http://www.hakodate-jts-kosya.jp/park/p_shiminnomori_shop.html#,https://tabelog.com/hokkaido/A0105/A010501/1022738/
びっくりドンキー 石川店,北海道函館市石川町175-4 , ハンバーグ,"2,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,イカ　,イカ　,イカ　,,,イカ　,イカ　,イカ　,,,,,['イカ'],https://tblg.k-img.com/images/shared/nophoto/nophoto_320x320.png,,
櫻桂,北海道函館市若松町9-15 , 海鮮丼、魚介料理・海鮮料理、定食・食堂,999,"1,999",3,3,3,3,3,3,3,3,3,1,1,3,2.0,2.0,3.5,2.5,2.5,3.5,3,2.5,2.5,2.0,3.5,3.5,1,1,2,2,2,2,2,1,2,3,5,5,3,3.5,2,ホタテガイ　イカ　,ホタテガイ　イカ　,ウニ　ホタテガイ　イカ　ホッケ　エビ　,ウニ　ホッケ　エビ　,ウニ　ホッケ　エビ　,ウニ　イカ　エビ　エゾバフンウニ　ウバガイ　,ウニ　イカ　エゾバフンウニ　ウバガイ　,ウニ　イカ　ウバガイ　,ウニ　サケ　ウバガイ　,クロマグロ　サケ　,クロマグロ　ブリ　サケ　ズワイガニ　タラバガニ　,ホタテガイ　クロマグロ　ブリ　ズワイガニ　タラバガニ　,"['ウニ', 'イカ', 'ホッケ', 'エゾバフンウニ', 'ウバガイ']",https://tblg.k-img.com/restaurant/images/Rvw/146050/320x320_square_146050026.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1015964/
たこぼうず,北海道函館市湯浜町2-13 , たこ焼き、お好み焼き,"1,999",999,1,1,1,1,1,1,1,1,1,1,5,5,1.0,1.0,1.0,1,1,1,1,1,1,1,1.0,2.0,1,1,1,1,1,1,1,1,1,1,2,2,5,1.5,2,ホタテガイ　,ホタテガイ　,ホタテガイ　,,,,,,,,タコ　,タコ　ホタテガイ　,['タコ'],https://tblg.k-img.com/restaurant/images/Rvw/158845/320x320_square_158845803.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1017517/
大寿し,北海道函館市湯川町1-16-12 , 寿司,"7,999",60000,1,1,2,3,3,3,2,2,2,3,3,3,2.0,2.0,3,2.5,2.5,3,2.5,2.5,2.0,2.0,2.0,2.5,1,1,1,1,1,1,2,2,2,2,2,2,3,2,1,ホタテガイ　イカ　,ホタテガイ　イカ　,エビ　ウニ　ホタテガイ　イカ　,エビ　シャコ　ウニ　,エビ　シャコ　ウニ　,エビ　シャコ　ウニ　イカ　,ガゴメ　ウニ　イカ　,ガゴメ　ウニ　イカ　,ガゴメ　ウニ　,クロマグロ　シャコ　,クロマグロ　シャコ　,クロマグロ　シャコ　ホタテガイ　,"['ウニ', 'イカ']",https://tblg.k-img.com/restaurant/images/Rvw/150923/320x320_square_150923306.jpg,http://www.daizushi.com/,https://tabelog.com/hokkaido/A0105/A010501/1002967/
車寿し,北海道函館市本通4-4-7 , 寿司,"4,999","2,999",1,1,3,3,3,3,3,3,3,2,2,2,2.0,2.0,3.5,2.5,2.5,2.5,2.0,2.0,1.0,1.0,1.0,2.0,1,1,2,2,2,1,1,1,1,2,2,2,3,2.5,1,イカ　ホタテガイ　,イカ　ホタテガイ　,イカ　ホッケ　ウニ　エビ　ホタテガイ　,ホッケ　ウニ　エビ　,ホッケ　ウニ　エビ　,イカ　ウニ　エビ　,イカ　ウニ　,イカ　ウニ　,ウニ　,クロマグロ　,クロマグロ　,クロマグロ　ホタテガイ　,"['イカ', 'ホッケ', 'ウニ']",https://tblg.k-img.com/restaurant/images/Rvw/6589/320x320_square_6589211.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1013505/
焼鳥DINING TEN,北海道函館市本町22-11 , 焼鳥、ダイニングバー,"2,999",60000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/166022/320x320_square_808bb455f7ceb6c8d75e76e288b6fa87.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1002761/
函館まるかつ水産　いかいか亭,北海道函館市豊川町12-12 はこだて海鮮市場本店内, 魚介料理・海鮮料理、海鮮丼、天ぷら,"1,999","3,999",5,5,5,3,3,5,5,5,3,1,1,1,2.5,2.0,3.5,2.5,2.5,2.5,2.5,2.5,1.0,2.0,3,2.5,3,2,3,2,2,2,3,2,1,3,5,5,5,3.5,2,イカ　エゾアワビ　ヤリイカ　,イカ　ヤリイカ　,イカ　ウニ　エビ　ホッケ　ヤリイカ　,ウニ　エビ　ホッケ　,ウニ　エビ　ホッケ　,イカ　ウニ　エビ　,イカ　ウニ　スルメイカ　,イカ　ウニ　スルメイカ　,ウニ　,クロマグロ　シシャモ　,エゾアワビ　タラバガニ　クロマグロ　シシャモ　,エゾアワビ　タラバガニ　クロマグロ　,"['イカ', 'ウニ', 'スルメイカ', 'ホッケ', 'ヤリイカ']",https://tblg.k-img.com/restaurant/images/Rvw/63809/320x320_square_63809837.jpg,http://www.hakodate-factory.com/ikaika/,https://tabelog.com/hokkaido/A0105/A010501/1001942/
陣屋 三与右衛門,北海道函館市本町18-22 , そば、居酒屋、郷土料理（その他）,"1,999",999,1,1,1,1,1,1,1,1,1,1,1,1,2.0,2.0,2.5,1.0,1.0,2.0,1.0,1.0,1,1.0,2.5,3,1,1,1,1,1,1,1,1,1,2,4,4,1,2,2,イカ　ホタテガイ　,イカ　ホタテガイ　,イカ　ホタテガイ　エビ　,エビ　,エビ　,イカ　エビ　,イカ　,イカ　,,クロマグロ　,クロマグロ　タコ　ブリ　,クロマグロ　ホタテガイ　タコ　ブリ　,"['イカ', 'タコ']",https://tblg.k-img.com/restaurant/images/Rvw/55366/320x320_square_55366377.jpg,https://www.air-h.jp/food/shop/99/,https://tabelog.com/hokkaido/A0105/A010501/1003537/
イタリアン トマト,北海道函館市本町7-13 1F, ピザ、パスタ、ハンバーグ,60000,999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,[],https://tblg.k-img.com/restaurant/images/Rvw/160526/320x320_square_160526643.jpg,,https://tabelog.com/hokkaido/A0105/A010501/1046256/
